Pr(Z=1)=0.48, Pr(Z=0)=0.52
,,,,,Z,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
,,,,,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
alpha,beta,f1_score,,,S
0.0,0.0,0.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,0.52,0.52,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.52,0.52,0.52,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.52,0.52,0.52,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.52,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.52,0.52,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.52,0.52
0.0,0.1,0.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,0.52,0.52,0.48,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.00,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.00,1.00,0.52,0.52,0.52,0.48,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.00,1.00,1.00,0.52,0.52,0.52,0.48,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.00,1.00,1.00,1.00,1.00,1.00,0.52,0.48,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.00,0.52,0.52,0.48,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.00,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.00,0.52,0.52
0.0,0.2,0.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,0.52,0.52,0.48,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,1.00,1.00,0.52,0.52,0.52,0.48,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,1.00,1.00,1.00,0.52,0.52,0.52,0.48,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,1.00,1.00,1.00,1.00,1.00,1.00,0.52,0.48,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,1.00,0.52,0.52,0.48,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,1.00,0.52,0.52
0.0,0.3,0.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,0.52,0.52,0.48,0.16,0.14,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.16,0.14,0.16,0.16,0.16,0.14,0.14,0.16,0.16,0.00,0.14,0.16,0.16,0.14,0.16,0.14,0.16,0.16,0.16,0.14,0.16,0.14,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.16,0.14,0.14,0.16,0.14,0.14,0.16,0.16,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.16,1.00,1.00,0.52,0.52,0.52,0.48,0.14,0.14,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.14,1.00,1.00,1.00,0.52,0.52,0.52,0.48,0.14,0.14,0.14,0.14,0.16,0.14,0.16,0.16,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.16,1.00,1.00,1.00,1.00,1.00,1.00,0.52,0.48,0.14,0.16,0.16,0.14,0.16,0.14,0.16,0.14,0.14,0.14,0.14,1.00,0.52,0.52,0.48,0.16,0.14,0.16,0.14,0.14,0.16,0.16,0.16,0.14,0.16,0.14,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.14,0.16,0.14,0.16,0.16,0.14,0.16,0.16,0.16,0.14,0.14,0.14,0.14,0.16,0.16,0.16,0.14,0.16,0.14,0.16,0.16,0.14,0.14,0.16,0.14,0.14,0.16,0.16,0.14,0.14,0.16,0.14,0.14,0.16,0.16,0.16,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.14,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.16,0.16,0.16,0.14,0.14,0.00,0.14,0.14,0.16,0.14,0.16,0.16,0.14,0.16,0.14,0.14,0.14,0.16,0.16,0.16,0.14,0.14,0.14,0.14,0.16,0.14,0.16,0.14,0.16,0.14,0.16,0.14,0.14,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.16,0.16,0.14,0.14,0.14,0.14,0.16,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.16,0.14,0.16,0.16,1.00,0.52,0.52
0.0,0.4,0.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,0.52,0.52,0.48,0.21,0.19,0.21,0.21,0.21,0.21,0.21,0.21,0.19,0.21,0.19,0.21,0.21,0.21,0.19,0.19,0.21,0.21,0.00,0.19,0.21,0.21,0.19,0.21,0.19,0.21,0.21,0.21,0.19,0.21,0.19,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.19,0.21,0.19,0.19,0.21,0.19,0.19,0.21,0.21,0.19,0.19,0.21,0.19,0.19,0.19,0.19,0.19,0.21,1.00,1.00,0.52,0.52,0.52,0.48,0.19,0.19,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.19,0.19,1.00,1.00,1.00,0.52,0.52,0.52,0.48,0.19,0.19,0.19,0.19,0.21,0.19,0.21,0.21,0.21,0.19,0.19,0.19,0.19,0.21,0.21,0.21,1.00,1.00,1.00,1.00,1.00,1.00,0.52,0.48,0.19,0.21,0.21,0.19,0.21,0.19,0.21,0.19,0.19,0.19,0.19,1.00,0.52,0.52,0.48,0.21,0.19,0.21,0.19,0.19,0.21,0.21,0.21,0.19,0.21,0.19,0.21,0.19,0.19,0.19,0.19,0.21,0.21,0.21,0.21,0.19,0.21,0.19,0.21,0.21,0.19,0.21,0.21,0.21,0.19,0.19,0.19,0.19,0.21,0.21,0.21,0.19,0.21,0.19,0.21,0.21,0.19,0.19,0.21,0.19,0.19,0.21,0.21,0.19,0.19,0.21,0.19,0.19,0.21,0.21,0.21,0.19,0.19,0.19,0.21,0.21,0.21,0.21,0.19,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.19,0.21,0.21,0.21,0.19,0.19,0.00,0.19,0.19,0.21,0.19,0.21,0.21,0.19,0.21,0.19,0.19,0.19,0.21,0.21,0.21,0.19,0.19,0.19,0.19,0.21,0.19,0.21,0.19,0.21,0.19,0.21,0.19,0.19,0.21,0.21,0.21,0.21,0.21,0.21,0.19,0.21,0.21,0.19,0.19,0.19,0.19,0.21,0.19,0.19,0.19,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.19,0.19,0.21,0.19,0.21,0.21,1.00,0.52,0.52
0.0,0.5,0.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,0.52,0.52,0.48,0.26,0.24,0.26,0.26,0.26,0.26,0.26,0.26,0.24,0.26,0.24,0.26,0.26,0.26,0.24,0.24,0.26,0.26,0.00,0.24,0.26,0.26,0.24,0.26,0.24,0.26,0.26,0.26,0.24,0.26,0.24,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.24,0.26,0.24,0.24,0.26,0.24,0.24,0.26,0.26,0.24,0.24,0.26,0.24,0.24,0.24,0.24,0.24,0.26,1.00,1.00,0.52,0.52,0.52,0.48,0.24,0.24,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.24,0.24,1.00,1.00,1.00,0.52,0.52,0.52,0.48,0.24,0.24,0.24,0.24,0.26,0.24,0.26,0.26,0.26,0.24,0.24,0.24,0.24,0.26,0.26,0.26,1.00,1.00,1.00,1.00,1.00,1.00,0.52,0.48,0.24,0.26,0.26,0.24,0.26,0.24,0.26,0.24,0.24,0.24,0.24,1.00,0.52,0.52,0.48,0.26,0.24,0.26,0.24,0.24,0.26,0.26,0.26,0.24,0.26,0.24,0.26,0.24,0.24,0.24,0.24,0.26,0.26,0.26,0.26,0.24,0.26,0.24,0.26,0.26,0.24,0.26,0.26,0.26,0.24,0.24,0.24,0.24,0.26,0.26,0.26,0.24,0.26,0.24,0.26,0.26,0.24,0.24,0.26,0.24,0.24,0.26,0.26,0.24,0.24,0.26,0.24,0.24,0.26,0.26,0.26,0.24,0.24,0.24,0.26,0.26,0.26,0.26,0.24,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.24,0.26,0.26,0.26,0.24,0.24,0.00,0.24,0.24,0.26,0.24,0.26,0.26,0.24,0.26,0.24,0.24,0.24,0.26,0.26,0.26,0.24,0.24,0.24,0.24,0.26,0.24,0.26,0.24,0.26,0.24,0.26,0.24,0.24,0.26,0.26,0.26,0.26,0.26,0.26,0.24,0.26,0.26,0.24,0.24,0.24,0.24,0.26,0.24,0.24,0.24,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.24,0.24,0.26,0.24,0.26,0.26,1.00,0.52,0.52
0.0,0.6,0.0,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,0.52,0.52,0.48,0.31,0.29,0.31,0.31,0.31,0.31,0.31,0.31,0.29,0.31,0.29,0.31,0.31,0.31,0.29,0.29,0.31,0.31,0.00,0.29,0.31,0.31,0.29,0.31,0.29,0.31,0.31,0.31,0.29,0.31,0.29,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.29,0.31,0.29,0.29,0.31,0.29,0.29,0.31,0.31,0.29,0.29,0.31,0.29,0.29,0.29,0.29,0.29,0.31,1.00,1.00,0.52,0.52,0.52,0.48,0.29,0.29,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.29,0.29,1.00,1.00,1.00,0.52,0.52,0.52,0.48,0.29,0.29,0.29,0.29,0.31,0.29,0.31,0.31,0.31,0.29,0.29,0.29,0.29,0.31,0.31,0.31,1.00,1.00,1.00,1.00,1.00,1.00,0.52,0.48,0.29,0.31,0.31,0.29,0.31,0.29,0.31,0.29,0.29,0.29,0.29,1.00,0.52,0.52,0.48,0.31,0.29,0.31,0.29,0.29,0.31,0.31,0.31,0.29,0.31,0.29,0.31,0.29,0.29,0.29,0.29,0.31,0.31,0.31,0.31,0.29,0.31,0.29,0.31,0.31,0.29,0.31,0.31,0.31,0.29,0.29,0.29,0.29,0.31,0.31,0.31,0.29,0.31,0.29,0.31,0.31,0.29,0.29,0.31,0.29,0.29,0.31,0.31,0.29,0.29,0.31,0.29,0.29,0.31,0.31,0.31,0.29,0.29,0.29,0.31,0.31,0.31,0.31,0.29,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.29,0.31,0.31,0.31,0.29,0.29,0.00,0.29,0.29,0.31,0.29,0.31,0.31,0.29,0.31,0.29,0.29,0.29,0.31,0.31,0.31,0.29,0.29,0.29,0.29,0.31,0.29,0.31,0.29,0.31,0.29,0.31,0.29,0.29,0.31,0.31,0.31,0.31,0.31,0.31,0.29,0.31,0.31,0.29,0.29,0.29,0.29,0.31,0.29,0.29,0.29,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.29,0.29,0.31,0.29,0.31,0.31,1.00,0.52,0.52
